originreportzone,destreportzone,departtime,trippurpose,modeprimary
300,300,1100,80,2
400,450,1300,41,1
450,425,1500,41,1
425,400,1515,80,1
120,140,730,10,1
140,120,1300,80,1
120,120,1730,44,7
120,120,2000,80,2
120,120,1100,41,7
120,120,1130,80,7
300,120,2300,80,1
400,450,1210,46,1
450,240,1225,80,1
240,200,1500,51,1
200,180,1540,41,1
180,50,1545,46,1
50,240,1715,80,1
240,200,615,888,2
200,180,1540,41,2
180,50,1545,46,1
50,240,1715,80,1
240,600,1000,10,2
600,240,1800,80,4
360,400,930,41,1
400,360,950,80,1
360,240,1145,43,1
240,360,1430,80,1
360,360,815,51,1
360,450,930,43,1
450,360,1059,80,1
360,400,615,10,1
400,360,1455,80,1
100,140,630,51,1
140,300,645,10,1
300,50,1700,41,1
50,100,1745,80,1
100,120,755,10,7
120,100,1600,80,7
50,240,1030,43,6
240,50,1200,41,6
50,50,1230,80,6
50,50,1400,41,7
50,50,1430,80,7
50,700,1635,46,6
700,50,1730,80,6
50,50,2115,46,7
50,50,2145,80,7
180,140,1430,43,1
140,180,1625,41,1
180,180,1650,51,1
180,180,1715,80,1
500,500,810,10,1
500,500,1200,80,1
500,500,1700,51,1
500,500,1710,80,1
500,500,810,10,2
500,500,1710,80,2
300,300,930,40,1
300,300,1000,41,1
300,300,1120,80,1
400,425,930,41,1
425,400,1200,80,1
400,400,830,30,6
400,400,1545,80,6
300,300,1015,41,1
300,300,1045,80,1
140,140,900,52,1
140,140,915,80,1
140,180,1200,41,1
180,140,1330,80,1
100,50,930,20,7
50,100,1130,80,7
100,100,2030,41,7
100,100,2100,80,7
100,50,800,20,7
50,100,1320,80,7
100,1,830,30,6
1,100,1500,80,6
100,100,1640,10,7
100,100,1800,80,7
100,100,2030,41,7
100,100,2100,80,7
500,500,745,52,1
500,500,800,80,1
500,500,1400,51,1
500,500,1430,80,1
500,260,1700,52,1
260,500,1810,80,1
300,800,805,10,1
800,300,1535,80,1
300,300,1200,41,1
300,300,1230,41,1
300,300,1250,80,1
450,425,1225,10,1
425,450,2125,80,1
450,450,730,30,18
450,450,1430,80,18
360,360,630,41,1
360,100,650,10,1
360,100,700,10,1
750,425,1710,80,2
750,425,1710,80,1
560,260,1100,46,1
260,560,2205,80,1
300,300,900,10,1
300,300,1500,46,1
300,300,1715,80,1
300,500,900,46,1
500,300,1300,80,1
1,240,1415,41,1
240,1,1510,80,1
140,140,900,41,1
140,240,945,10,1
240,140,1800,80,1
50,50,1900,44,2
50,50,1945,41,2
50,50,2000,80,2
50,700,830,46,1
700,50,1430,80,1
50,140,1500,41,1
140,50,1545,41,1
50,50,1615,80,1
50,50,1900,44,1
50,50,2000,80,1
50,50,1010,40,7
50,50,1045,44,7
50,50,1400,80,7
50,50,1100,44,7
50,50,1120,80,7
200,50,700,10,6
50,200,1630,80,6
200,200,2035,80,1
200,200,2030,80,1
200,200,1940,30,18
200,200,2658,80,18
260,260,1430,41,1
260,260,1440,41,1
260,260,1450,41,1
260,260,1455,80,1
260,425,1600,41,1
425,260,1730,80,1
425,260,1730,80,1
425,260,2215,80,1
100,140,930,41,1
140,100,1030,80,1
260,260,500,10,1
260,260,1400,80,1
260,260,805,30,18
260,260,1515,80,18
50,200,900,46,1
200,50,1100,80,1
50,50,1300,46,7
50,50,1400,80,7
50,200,1500,51,1
200,50,1615,80,1
50,50,1700,41,7
50,50,1720,80,7
50,50,1200,44,6
50,50,1320,80,6
100,50,1900,80,6
50,50,845,30,7
50,50,1700,80,7
50,50,700,30,7
50,200,715,46,10
200,50,1615,80,2
500,500,735,52,1
500,1,740,10,1
1,500,1700,41,1
500,500,1745,80,1
500,425,1915,41,1
425,500,2000,80,1
500,500,2020,46,1
500,500,2150,80,1
500,425,1930,41,2
425,500,2000,80,2
500,500,2020,46,2
500,500,2150,80,2
500,500,735,30,2
500,500,1430,80,5
500,500,2020,46,2
500,500,2150,80,2
50,50,725,52,1
50,50,735,80,1
50,50,1705,80,6
50,50,825,30,7
50,50,1630,80,7
50,50,725,30,2
50,50,1510,46,7
50,50,1730,80,7
140,140,810,10,7
140,140,1415,80,2
140,140,1645,46,7
140,140,1755,46,7
140,140,1815,80,7
140,50,1820,44,2
50,140,1950,80,2
140,50,630,44,1
50,140,1105,80,1
140,140,1405,51,1
140,140,1415,80,1
140,140,1610,43,1
140,140,1620,80,1
140,50,1820,44,1
50,140,1950,80,1
140,50,735,20,2
180,140,1640,80,3
140,50,1820,44,2
50,140,1950,80,2
425,500,1100,80,2
500,500,1222,80,1
100,100,900,41,7
100,100,915,80,7
500,50,950,20,3
50,500,1500,10,2
500,500,2415,80,2
500,200,600,10,1
200,500,2000,80,1
120,120,1210,41,1
120,120,1245,80,1
120,120,1615,44,2
120,120,1800,80,2
120,120,1210,41,2
120,120,1245,80,2
260,260,1905,41,1
260,260,2025,80,1
260,260,1905,41,2
260,260,2025,80,2
425,120,530,44,1
120,120,605,10,1
120,425,1500,80,1
425,425,820,30,7
425,425,1530,80,7
425,425,820,30,7
425,425,1500,80,7
425,425,820,30,7
425,425,1500,80,7
300,1,750,10,4
1,300,1700,80,4
300,120,750,52,1
120,300,815,80,1
300,120,1720,51,1
120,300,1745,80,1
500,500,745,52,1
500,180,820,11,1
180,500,2300,80,1
500,140,745,10,1
140,500,1545,51,1
500,500,1625,80,1
260,260,1300,41,1
260,260,1400,80,1
50,50,615,46,6
50,50,730,80,6
50,50,1715,777,7
50,50,1740,80,7
140,50,2130,80,1
50,140,1530,46,1
140,50,1700,80,1
140,50,2130,80,2
50,50,1715,777,7
50,50,1740,80,7
140,50,2130,80,2
180,180,1430,41,2
180,180,1505,41,2
180,180,1520,80,2
180,180,1430,41,1
180,180,1505,41,1
180,180,1520,80,1
100,50,1125,46,14
50,100,1410,80,14
360,560,630,12,1
560,360,1530,80,1
360,360,1930,12,1
360,360,2553,80,1
360,260,600,10,1
260,360,1900,80,1
360,360,605,10,1
360,180,1500,43,1
180,360,1630,80,1
425,180,730,10,1
180,425,1630,80,1
425,260,1830,52,1
260,425,1900,80,1
425,260,2030,51,1
260,425,2100,80,1
425,200,1900,46,1
200,425,2115,80,1
425,425,830,30,3
425,425,1500,80,3
200,140,635,10,1
140,200,1515,80,1
200,200,1630,41,1
200,200,1700,41,1
200,200,1720,44,1
200,200,1740,80,1
200,200,1630,41,2
200,200,1700,41,2
200,200,1720,44,2
200,200,1740,80,2
500,500,830,10,1
500,500,1630,80,1
50,120,930,10,4
120,120,1745,41,7
120,50,1815,80,4
50,50,915,52,7
50,50,1015,80,7
50,120,1030,10,6
120,50,1830,80,6
350,300,1400,46,6
300,350,1600,80,6
350,300,1200,41,1
300,350,1500,80,1
500,500,1910,41,1
500,500,2000,80,1
500,100,700,10,1
100,500,1400,80,1
180,180,2210,10,2
180,180,2700,80,2
50,50,1100,41,7
50,50,1120,80,7
260,260,1610,46,6
260,260,1715,80,6
260,240,1410,41,1
240,240,1610,46,1
240,260,1853,80,1
500,500,900,30,7
500,500,1515,80,7
500,500,900,30,7
500,500,1515,80,7
425,425,630,52,1
425,425,635,80,1
425,360,800,46,1
360,100,1410,51,1
100,50,1510,51,2
50,425,1530,80,1
425,425,630,12,3
425,425,1530,80,2
100,100,800,30,7
100,50,1510,51,2
50,425,1530,80,2
300,300,800,52,1
300,300,835,80,1
300,300,1615,51,1
300,300,1635,80,1
300,300,805,30,18
300,300,1635,80,2
300,300,750,44,1
300,300,800,10,1
300,300,1525,80,1
300,300,1625,46,1
300,300,1810,80,1
300,300,750,30,2
300,300,1525,80,2
100,100,1315,41,1
100,100,1340,80,1
100,140,615,10,1
140,180,1530,43,1
180,180,1615,43,1
180,100,1715,80,1
450,560,800,11,1
560,500,855,11,1
500,450,1000,80,1
450,450,640,52,1
450,450,1630,80,1
450,450,640,52,2
450,500,825,30,18
500,450,1520,51,18
450,450,1630,80,2
50,50,930,41,3
50,50,1045,80,3
300,200,730,43,1
200,300,1730,80,1
300,200,730,10,1
200,300,1730,80,1
180,240,600,10,1
240,260,1030,40,1
260,240,1400,10,1
240,180,1700,80,1
180,400,1900,44,1
400,180,2030,80,1
180,260,1330,41,1
260,180,1600,80,1
180,400,1900,44,2
180,260,1330,41,2
260,180,1600,80,2
50,1,630,46,7
1,50,750,80,7
50,50,835,10,7
50,50,1830,80,7
50,1,1930,41,7
1,50,2000,80,7
50,100,2100,46,6
100,50,2300,80,6
50,240,735,52,1
240,50,745,80,1
50,1,840,10,1
1,240,1015,11,1
240,1,1200,10,1
1,240,1445,51,1
240,50,1505,80,1
50,240,1800,41,1
240,50,1835,80,1
50,240,735,30,2
240,50,1505,80,2
50,240,1800,41,2
240,50,1835,80,2
100,140,1200,44,1
140,100,1400,41,1
100,100,1500,80,1
240,50,540,46,2
50,50,800,10,7
50,140,1745,46,7
140,50,2000,10,7
50,240,2015,80,6
240,50,540,46,1
50,240,800,80,1
240,1,915,10,1
1,240,1600,41,1
240,240,1715,80,1
300,120,1045,43,1
120,300,1130,80,1
300,300,1630,44,1
300,300,1800,80,1
300,120,1045,43,2
120,300,1130,80,2
300,300,1630,44,2
300,300,1800,80,2
140,140,1030,41,7
140,140,1100,80,7
140,140,1430,41,1
140,140,1445,41,1
140,140,1510,80,1
425,260,1630,41,1
260,425,1700,41,1
425,200,1730,41,1
200,425,1800,80,1
425,260,1630,41,2
260,425,1700,41,2
425,200,1730,41,2
200,425,1800,80,2
260,260,1130,12,11
260,260,1753,80,11
260,200,1100,46,7
200,260,1312,80,7
260,240,800,30,16
240,260,1500,80,16
300,180,1745,44,1
180,300,2015,80,1
300,120,840,30,1
120,300,1600,80,1
200,200,945,80,3
200,200,1620,777,7
200,200,1635,80,7
200,200,2650,10,7
200,400,630,10,1
400,200,1530,80,1
200,200,1620,777,7
200,200,1635,80,7
200,140,810,10,3
140,200,1700,80,3
500,260,1020,10,1
260,240,1345,41,1
240,425,1430,41,1
425,425,1500,41,1
425,260,1600,10,1
260,500,1750,80,1
500,200,1040,41,1
200,50,1100,20,15
50,500,1615,80,15
500,260,2030,51,1
260,500,2045,52,1
500,500,2100,80,1
180,260,915,43,1
260,200,1030,41,1
200,180,1045,80,1
120,120,1000,41,1
120,120,1035,80,1
120,100,1100,46,1
100,120,1200,80,1
260,140,545,10,3
140,260,1500,80,3
100,300,1530,80,1
100,50,750,52,1
50,100,820,80,1
100,50,1015,43,1
50,100,1110,80,1
100,50,1305,43,1
50,100,1510,80,1
100,50,750,30,2
50,100,1510,80,2
260,180,930,43,1
180,260,1100,80,1
140,260,2115,80,1
200,200,800,41,1
200,200,900,80,1
240,240,750,52,7
240,240,805,80,7
240,140,820,52,6
140,240,1015,80,6
240,240,1630,51,7
240,240,1730,80,7
300,300,1900,41,1
300,300,1930,80,1
100,1,830,10,7
1,100,1700,80,7
180,1,1100,41,1
1,180,1320,80,1
100,100,1100,41,16
100,100,1300,80,16
425,500,1300,80,1
500,425,1540,46,1
425,425,1800,41,1
425,500,1830,80,1
360,360,900,41,1
360,360,915,44,1
360,360,1030,41,1
360,360,1100,80,1
180,360,2000,80,1
200,820,915,43,1
820,200,1150,80,1
200,260,1400,43,1
260,200,1610,80,1
200,240,1710,41,1
240,50,1910,46,1
50,200,2110,80,1
200,260,930,52,1
260,200,945,80,1
140,140,1630,41,7
140,140,1750,80,7
1,1,1030,41,7
1,1,1100,46,7
1,1,1230,80,7
1,450,730,10,1
450,1,1730,80,1
140,300,1330,43,1
300,140,1430,80,1
425,425,850,52,1
425,425,900,80,1
425,425,850,52,2
425,425,900,80,2
425,425,1535,51,7
425,425,1545,80,7
425,425,850,30,2
425,425,1545,80,7
700,240,1715,80,1
260,260,1135,10,7
260,260,1600,80,7
260,240,815,11,1
240,140,1520,40,1
140,260,1610,80,1
260,260,825,30,6
260,260,1525,80,6
260,260,1615,46,6
260,260,1630,80,6
260,260,820,30,6
260,260,1525,80,6
400,425,800,52,1
425,400,815,80,1
400,425,1445,51,1
425,400,1510,80,1
400,425,1445,51,2
425,400,1510,80,2
400,425,800,30,2
425,400,1510,80,2
360,200,1030,43,1
200,200,1205,43,1
200,425,1300,41,1
425,360,1415,80,1
360,400,1030,46,1
400,360,1315,80,1
50,50,1200,44,7
50,50,1215,80,7
50,50,1910,46,7
50,50,2040,41,7
50,50,2050,80,7
50,50,1200,44,7
50,50,1215,80,7
50,50,1910,46,7
50,50,2040,41,7
50,50,2050,80,7
500,500,945,80,1
500,500,1330,11,1
500,500,1530,80,1
500,500,2015,46,1
500,500,2145,80,1
260,240,830,46,1
240,260,2030,80,1
260,200,900,43,1
200,260,1000,80,1
260,200,1300,41,1
200,260,1400,80,1
400,180,1220,41,1
180,400,1240,80,1
400,140,715,10,1
140,400,1630,80,1
50,360,620,12,4
360,180,1600,40,2
180,50,1615,80,4
260,260,1650,43,7
260,260,1720,80,7
260,50,755,10,4
50,260,1755,80,4
260,500,655,12,3
500,260,1450,10,3
260,260,2055,80,3
500,200,720,52,1
200,500,810,10,1
500,500,1700,80,1
500,500,720,51,2
500,200,725,30,2
200,500,1450,80,5
500,500,750,30,3
500,500,1525,80,3
300,180,725,10,13
180,300,1730,41,13
300,300,1805,80,13
120,120,745,41,1
120,120,845,80,1
180,140,845,46,1
140,180,1040,41,1
180,180,1120,80,1
425,425,1515,41,7
425,425,1545,80,7
120,100,745,52,1
100,1,815,10,1
1,120,1915,80,1
120,360,2000,52,1
360,120,2115,80,1
120,100,1615,51,1
100,120,1635,80,1
120,240,1945,46,1
240,120,2210,80,1
120,360,2000,10,2
300,120,1520,41,1
120,300,1600,80,1
50,50,1040,43,7
50,50,1130,80,7
50,50,1400,777,1
50,140,1500,41,1
140,50,1720,80,1
50,50,1900,46,7
50,50,2000,80,7
500,100,1115,10,1
100,500,2000,80,1
140,140,800,52,7
140,140,815,80,7
140,140,1630,51,7
140,140,1645,80,7
500,500,1610,51,7
500,500,1620,51,7
500,500,1630,80,7
500,500,1730,46,1
500,500,1845,41,1
500,500,1905,80,1
500,500,815,52,1
500,500,820,52,1
500,260,825,10,1
260,500,1710,80,1
500,500,815,52,2
500,500,820,30,2
500,500,1630,80,7
500,500,1730,46,2
500,500,1845,41,2
500,500,1905,80,2
500,500,820,10,1
500,500,1355,43,1
500,500,1435,41,1
500,500,1630,80,1
500,500,1700,46,7
500,500,1845,80,7
500,1,805,10,4
1,500,1700,80,4
500,140,1300,20,4
140,500,2000,80,3
450,450,810,46,1
450,450,1030,44,1
450,450,1035,80,1
450,450,810,46,2
450,450,1030,44,2
450,450,1035,80,2
140,120,1015,80,1
100,120,1530,41,1
120,140,1600,41,1
140,100,1645,80,1
100,120,1310,41,1
120,100,1415,41,1
100,100,1445,80,1
180,300,720,43,1
300,180,930,80,1
180,350,1400,46,2
350,180,1530,80,2
180,350,1400,46,1
350,180,1530,80,1
360,180,1800,80,1
500,500,830,52,1
500,500,900,10,1
500,500,1730,51,1
500,500,1800,51,1
500,500,1900,44,1
500,500,2030,41,2
500,500,2100,80,2
500,500,830,10,2
500,500,1800,51,2
500,500,1900,44,2
500,500,2030,41,1
500,500,2100,80,1
500,500,730,30,18
500,500,1430,46,3
500,500,1900,44,2
500,500,2030,41,2
500,500,2100,80,2
140,50,905,43,1
50,140,1410,41,1
140,140,1450,80,1
180,100,730,52,1
100,120,805,10,1
120,100,1540,51,1
100,180,1605,80,1
180,180,830,41,1
180,425,845,10,1
425,180,1730,80,1
180,100,730,30,2
100,180,1605,80,2
500,500,1310,52,1
500,500,1330,777,1
500,500,1345,44,1
500,500,1355,41,1
500,260,1405,41,1
260,500,1530,51,1
500,500,1600,80,1
500,500,1310,52,2
500,500,1330,777,2
500,500,1345,44,2
500,500,1355,41,2
500,260,1405,41,2
260,500,1530,51,2
500,500,1600,80,2
300,300,1230,52,1
300,300,1300,80,1
300,300,1430,51,1
300,300,1500,80,1
300,300,1230,46,2
300,300,1500,80,2
200,200,1645,40,7
200,200,1650,80,7
140,140,1215,43,1
140,140,1230,80,1
140,500,1730,41,1
500,140,1830,80,1
140,140,1020,43,1
140,140,1115,80,1
140,500,1730,41,2
500,500,1400,41,1
500,500,1430,80,1
500,500,1400,41,2
500,500,1430,80,2
500,500,820,10,1
500,500,1600,80,1
200,200,1530,41,1
200,200,1630,44,1
425,200,2200,80,1
200,140,1755,41,3
260,200,840,10,1
200,260,1730,41,1
260,200,1830,43,1
200,260,1930,80,1
260,500,730,10,1
500,260,1530,80,1
200,300,2100,80,1
560,500,1455,41,1
500,560,1530,80,1
200,200,1000,41,3
200,200,1100,80,3
260,200,1100,10,1
200,260,1904,80,1
260,500,1000,11,1
500,260,1200,80,1
50,100,1005,41,1
100,50,1125,80,1
50,140,1505,51,1
140,50,1545,80,1
260,240,1030,41,1
240,260,1135,80,1
300,300,1610,51,1
300,300,1630,80,1
300,300,800,52,1
300,300,825,80,1
180,500,1100,41,1
500,240,1115,41,1
240,500,1130,41,1
500,140,1230,44,1
140,140,1235,43,1
140,180,1530,80,1
180,300,630,10,1
300,180,1610,80,1
180,300,915,10,1
300,180,1915,80,1
500,260,1200,41,2
260,260,1230,80,2
500,260,1200,41,1
260,260,1230,80,1
500,500,1510,43,1
500,500,1600,80,1
500,500,740,10,1
500,500,1710,80,1
140,50,745,10,1
50,140,1150,80,1
140,1,1400,11,4
1,100,2000,52,2
100,140,2030,80,2
140,1,1940,51,1
1,100,2000,52,1
100,140,2030,80,1
300,300,1430,44,1
300,300,1530,80,1
300,300,1600,41,1
300,300,1630,44,1
300,300,1635,44,1
300,300,1645,80,1
500,200,1330,52,1
200,500,1400,80,1
500,500,1700,41,1
500,500,1730,80,1
500,200,1330,20,2
200,500,2100,80,3
500,500,830,10,1
500,500,1634,80,1
500,500,805,10,1
500,500,1600,41,1
500,500,1640,80,1
500,500,725,10,1
500,500,1830,80,1
200,260,900,52,1
260,200,920,80,1
200,260,1440,51,1
260,200,1510,80,1
200,200,1230,46,6
200,200,1300,80,6
200,200,2100,41,1
200,200,2120,80,1
200,260,900,46,2
260,200,1510,80,2
140,140,1645,41,7
140,140,1720,80,7
260,100,1610,80,1
100,100,2030,80,7
100,100,1400,41,7
100,100,1445,80,7
100,100,2030,80,7
425,425,600,46,7
425,425,650,80,7
425,50,700,10,1
50,120,1630,46,1
120,425,1830,80,1
240,240,750,52,1
240,240,800,80,1
240,240,1630,51,1
240,240,1645,80,1
240,240,750,30,2
240,240,1645,80,2
400,1,715,10,1
1,50,1045,11,1
50,1,1345,10,1
1,400,1605,80,1
400,240,745,10,1
240,400,1700,80,1
400,50,800,10,1
50,400,1700,80,1
140,750,700,46,1
750,140,900,80,1
140,140,1900,41,1
140,140,2000,80,1
140,50,830,10,6
50,140,1500,80,6
140,140,845,30,18
140,140,1600,80,18
140,140,845,30,18
140,140,1600,80,18
425,425,1440,41,1
425,425,1450,41,1
425,425,1515,41,1
425,425,1535,41,1
425,425,1550,80,1
1,1,900,10,7
1,1,1730,41,7
1,1,1800,41,7
1,1,1830,80,7
140,140,930,41,7
140,140,1515,80,1
140,140,730,10,7
140,140,1200,80,7
140,140,1230,10,7
140,140,1630,80,7
140,180,1825,41,1
180,140,1915,80,1
400,600,730,52,1
600,260,800,52,1
260,400,830,80,1
400,600,1500,51,1
600,260,1530,51,1
260,400,1545,80,1
400,140,1800,43,1
140,50,2000,44,1
50,400,2030,80,1
400,600,730,20,2
600,260,1530,51,2
260,400,1545,80,2
400,600,730,52,2
600,260,800,30,2
260,400,1545,80,2
400,140,1800,43,2
140,50,2000,44,2
50,400,2030,80,2
200,200,815,41,1
200,200,950,12,1
200,200,1840,80,1
200,200,1030,43,1
200,200,1200,80,1
260,240,1650,41,1
450,260,800,10,1
260,450,1700,80,1
180,140,840,52,1
140,180,910,44,1
180,180,930,80,1
180,140,1500,51,1
140,180,1540,80,1
180,180,1030,41,1
180,180,1045,80,1
180,140,840,30,2
140,180,1540,80,2
500,500,850,52,1
500,500,910,80,1
500,500,850,30,2
260,260,830,41,1
260,260,1900,80,1
260,50,800,20,1
50,260,2100,80,1
200,260,1930,41,1
260,260,2020,46,1
260,200,2130,80,1
200,50,830,20,1
50,200,1200,80,1
140,200,1155,41,1
200,140,1330,80,1
50,200,830,10,1
200,50,1700,80,1
50,50,1730,41,1
50,50,1810,80,1
50,50,815,44,1
50,200,825,10,1
200,240,1300,11,1
240,200,1345,10,1
200,200,1730,41,1
200,200,1800,41,1
200,50,1820,41,1
50,50,1845,80,1
200,500,830,10,1
500,500,1710,41,1
500,200,1730,80,1
200,50,2025,46,1
50,200,2330,80,1
400,400,740,52,1
400,400,750,80,1
400,400,810,52,1
400,400,820,80,1
400,400,1445,51,1
400,400,1500,80,1
400,425,2000,41,1
425,400,2100,80,1
400,50,700,10,1
50,400,1500,80,1
400,425,2000,41,2
425,400,2100,80,2
400,400,740,30,2
400,400,1410,80,7
400,400,810,30,2
400,400,1500,80,2
400,400,810,30,2
400,400,1500,80,2
180,200,1000,41,1
200,180,1040,80,1
180,260,1300,41,1
260,180,1430,80,1
50,140,800,10,1
140,50,1630,80,1
50,50,1745,46,3
50,50,2215,80,3
200,50,700,20,4
50,200,1600,80,4
50,50,1200,41,7
50,50,1220,80,7
50,50,1650,44,7
50,50,1900,46,7
50,50,2215,80,7
400,400,850,52,1
400,400,855,80,1
400,50,850,20,2
50,400,1725,80,3
400,180,845,52,1
180,500,905,41,1
500,400,1230,80,1
400,180,1610,51,1
180,140,1630,51,1
140,100,1650,41,1
100,400,1830,80,1
400,180,845,10,2
180,140,1630,51,2
140,100,1650,41,2
100,400,1830,80,2
400,400,810,46,7
400,140,820,30,18
140,100,1650,41,2
100,400,1830,80,2
400,400,830,41,7
400,400,840,30,18
400,400,1540,80,18
400,180,1610,51,2
180,140,1630,51,2
140,100,1650,41,2
100,400,1830,80,2
240,240,930,43,7
240,240,1200,46,7
240,240,2000,80,7
260,50,2300,80,1
240,240,1030,41,7
240,240,1045,80,7
240,50,1100,52,1
50,240,1130,80,1
240,50,1100,20,2
50,240,1800,80,4
100,120,700,44,7
120,100,800,80,7
100,100,1200,41,7
100,100,1235,80,7
140,100,2300,80,2
500,140,610,10,1
140,500,1620,80,1
500,50,615,10,1
50,500,1530,80,1
500,500,1145,40,1
500,500,1220,80,1
560,500,1130,41,1
500,500,1215,41,1
500,560,1300,80,1
500,500,805,10,2
500,500,1630,80,3
500,500,805,52,1
500,425,820,10,1
425,500,1905,80,1
360,200,730,10,1
200,200,1200,44,1
200,200,1230,10,1
200,360,1800,80,1
360,450,800,44,1
450,240,900,10,1
240,360,1700,80,1
360,360,725,30,18
360,360,1730,80,2
180,180,1745,41,1
180,180,1755,80,1
50,50,1700,44,1
50,50,1730,80,1
50,50,1215,43,7
50,50,1245,80,7
50,50,1700,44,2
50,50,1730,80,2
140,180,1400,41,1
180,140,1545,80,1
300,300,800,46,1
300,300,900,80,1
300,300,2100,43,1
300,300,2200,80,1
140,200,645,52,1
200,200,700,41,1
200,240,715,41,1
840,140,1530,44,1
140,140,1605,41,1
140,140,1635,80,1
140,200,1915,51,1
200,140,1940,80,1
50,50,945,41,7
50,50,1015,80,7
50,300,1130,10,1
300,50,2020,80,1
50,1,920,11,6
1,50,1500,80,6
350,300,1600,51,1
300,350,1625,51,1
350,350,1645,80,1
350,350,745,52,1
350,300,800,52,1
300,350,815,80,1
350,350,745,30,2
350,350,1645,80,2
400,600,700,10,1
600,200,1100,46,1
200,400,1600,80,1
400,200,730,10,1
200,400,1600,80,1
425,425,725,52,1
425,425,805,80,1
425,425,1115,41,1
425,425,1235,80,1
425,425,1435,41,1
425,425,1530,80,1
425,425,725,30,2
425,425,1525,80,5
500,500,1100,41,1
500,500,1145,80,1
500,500,1330,41,7
500,500,1415,80,7
360,140,500,10,1
140,360,1530,80,1
50,300,1720,10,1
300,140,545,44,2
140,1,630,10,2
1,300,1530,41,2
300,300,1615,80,2
300,140,545,44,1
140,1,630,52,1
1,100,650,10,1
100,300,1545,41,1
300,300,1600,80,1
200,200,1515,41,1
200,200,1600,80,1
50,1,1100,43,7
1,50,1200,80,7
450,500,815,44,1
500,500,900,41,1
500,260,930,41,1
260,450,1000,80,1
450,500,700,10,1
500,450,1415,80,1
180,50,1840,80,2
50,50,1920,41,1
50,50,1940,80,1
300,300,730,44,1
300,100,740,10,1
100,100,800,11,7
100,100,1200,10,7
100,100,1300,11,7
100,100,1640,10,7
100,100,1645,41,1
100,300,1655,51,1
300,300,1720,80,1
300,1,1755,11,1
1,300,2000,80,1
300,300,2020,51,7
300,300,2035,80,7
300,300,730,30,7
300,300,1430,80,7
300,300,730,30,18
300,300,1720,80,2
300,300,1900,46,7
300,300,2035,80,7
100,100,1015,41,7
100,100,1050,80,7
100,100,1330,52,1
100,100,1455,80,1
100,100,1900,44,7
100,100,1930,80,7
100,100,515,10,3
100,100,1415,80,3
100,100,1600,41,7
100,100,1700,80,3
100,100,1330,43,2
100,100,1455,80,2
100,100,1330,43,2
100,100,1455,80,2
50,100,1630,43,10
100,50,1705,80,3
240,260,1830,44,2
260,200,2040,44,2
200,240,2130,80,2
240,260,1830,44,2
260,200,2040,44,2
200,240,2130,80,2
140,140,755,52,1
140,140,805,80,1
140,140,1425,51,1
140,140,1435,80,1
140,120,1900,41,1
120,140,2025,80,1
140,140,2035,41,1
140,140,2045,80,1
140,50,820,10,1
50,140,1700,80,1
140,140,1720,52,1
140,140,1730,80,1
140,140,1810,51,1
140,140,1825,80,1
140,140,755,30,2
140,140,1435,80,2
140,140,755,30,2
140,140,1435,80,2
140,140,1715,46,2
140,140,1820,80,2
240,240,1015,41,1
240,240,1100,80,1
240,240,1115,43,1
240,240,1230,41,1
240,240,1300,80,1
240,240,1400,41,7
240,240,1430,80,7
1,500,800,10,1
500,1,1500,80,1
820,1,2100,80,1
500,500,830,52,1
500,500,845,80,1
500,500,830,52,2
500,500,845,80,2
500,500,1600,51,1
500,500,1615,80,1
140,140,1100,10,1
140,140,1635,51,1
140,140,1655,41,1
140,140,2110,52,1
140,140,2130,80,1
100,100,1700,41,1
100,100,1730,41,1
100,100,1800,41,1
100,100,1810,80,1
100,50,2145,44,11
50,100,2530,80,11
200,200,1600,51,1
200,200,1605,80,1
200,140,1645,52,1
140,180,1725,41,1
180,140,1810,41,1
140,140,1850,51,1
140,140,1900,41,1
140,180,1910,41,1
180,200,1930,80,1
200,240,900,10,1
240,200,1930,80,1
200,200,845,30,18
200,200,1605,80,2
200,140,1645,46,2
140,140,1900,41,2
140,180,1910,41,2
180,200,1930,80,2
100,140,1600,46,1
140,100,1715,41,1
100,100,1730,80,1
560,560,745,52,1
560,560,800,80,1
560,560,1100,51,1
560,560,1115,52,2
560,560,1130,80,1
560,560,1420,51,1
560,560,1430,80,2
560,500,1630,52,2
500,560,1700,80,1
560,500,2200,51,1
500,560,2230,80,2
560,560,745,30,2
560,500,1115,10,1
500,560,1430,80,1
560,500,1645,10,1
500,560,2215,80,1
500,260,1330,11,1
260,500,1759,80,1
120,50,1500,51,1
50,120,1530,80,1
120,140,1630,52,1
140,50,1840,44,1
50,100,2000,41,1
100,120,2030,80,1
120,120,720,10,7
120,120,1615,80,7
120,100,1700,41,1
100,100,1725,41,1
100,120,1750,80,1
120,50,1830,44,2
50,100,2000,41,2
100,120,2030,80,2
120,120,830,30,5
120,120,1515,80,3
120,50,1830,44,2
50,120,2000,80,2
50,120,1530,80,2
120,140,1630,46,2
140,50,1840,44,2
50,100,2000,41,2
100,120,2030,80,2
140,100,1900,41,1
100,140,2000,41,1
140,140,2130,80,1
140,140,2200,41,1
140,140,2205,80,1
500,500,900,10,1
500,500,1700,80,1
500,500,1720,41,2
500,500,1830,80,2
500,50,700,20,4
50,500,1930,80,4
500,500,810,30,5
500,500,1645,80,2
425,425,815,52,1
425,425,825,10,1
425,425,1530,51,1
