originreportzone,destreportzone,departtime,trippurpose,modeprimary
425,425,1545,80,1
425,140,830,10,1
140,425,1700,80,1
425,425,800,30,5
425,425,1445,80,5
425,425,815,30,2
425,425,1545,80,2
425,425,815,30,2
425,425,1545,80,2
1,1,1200,80,7
120,120,1800,40,2
260,120,2015,80,2
120,180,745,12,1
180,120,1730,80,1
120,120,1800,40,1
120,260,1815,51,1
260,120,2000,80,1
120,50,1030,20,4
50,120,2100,80,4
120,50,730,20,4
50,120,1730,80,4
120,120,900,30,7
120,120,1530,80,7
240,240,1830,44,1
240,240,1915,80,1
300,300,1800,80,1
140,140,815,46,1
140,140,1100,80,1
140,140,1410,51,1
140,140,1425,41,1
140,140,1500,52,1
140,140,1540,80,1
140,50,1135,46,2
50,140,1305,80,2
140,140,1515,46,6
140,140,1545,80,6
140,140,1900,40,7
140,140,1905,80,7
140,50,1135,46,1
50,140,1305,80,1
140,50,1430,41,14
50,140,1600,80,14
50,750,1345,44,2
50,425,1730,80,1
300,260,1500,80,2
300,260,1500,80,1
100,100,730,80,1
100,1,800,44,7
1,1,845,10,7
1,100,1600,80,7
100,180,1700,51,1
180,100,1725,80,1
100,100,1755,41,7
100,100,1800,80,7
300,300,930,43,1
300,300,1130,80,1
300,300,1400,43,1
300,300,1529,80,1
100,1,1215,10,6
1,100,1615,777,6
100,100,1645,80,6
100,180,1900,51,1
180,180,1930,52,1
180,100,1940,80,1
100,50,2030,52,1
50,100,2045,80,1
100,140,830,30,3
180,180,1940,52,2
180,100,1945,80,2
100,50,2030,46,2
140,120,1000,10,1
120,140,1830,80,1
140,180,1930,46,1
180,140,2030,80,1
140,180,1930,46,2
180,140,2030,80,2
140,140,1300,41,1
140,140,1400,41,1
140,50,1425,80,1
50,50,800,52,1
50,50,810,80,1
50,50,845,52,1
50,50,905,80,1
50,50,1530,51,1
50,50,1600,80,1
50,50,800,30,2
50,50,1430,80,2
50,50,845,30,2
50,50,1600,80,2
50,50,1700,51,7
50,50,1710,80,7
50,200,1815,43,1
200,200,1905,41,1
200,200,1930,41,7
200,140,1945,41,1
140,50,2030,80,1
50,260,735,10,1
260,260,1600,41,1
260,50,1630,80,1
50,50,1700,51,7
50,50,1710,80,7
50,50,845,30,7
50,50,1710,80,7
425,425,1700,41,1
425,425,1800,80,1
360,350,900,46,1
350,360,930,80,1
360,360,1300,43,1
360,360,1330,80,1
360,360,1300,43,2
360,360,1330,80,2
300,300,1330,41,1
300,300,1405,41,1
300,300,1410,80,1
140,180,1500,41,1
180,140,1530,80,1
140,300,1600,44,1
300,140,1700,80,1
50,50,1105,41,7
50,50,1145,80,7
50,50,1615,43,7
50,50,1645,80,7
50,50,750,30,3
1,50,1730,80,3
50,50,1200,44,7
50,50,1320,80,7
50,180,1850,41,3
180,50,1955,80,3
240,240,715,44,1
240,600,725,10,1
600,240,1700,80,1
300,240,2030,80,1
300,240,2030,80,2
360,300,1350,46,1
300,360,1830,80,1
350,360,1630,80,1
100,100,800,44,1
100,120,815,10,1
120,100,1830,80,1
260,200,730,41,1
200,240,800,10,1
240,260,1700,80,1
260,200,730,10,1
200,260,1630,80,1
425,425,800,41,1
425,425,825,80,1
180,50,750,10,3
50,180,1630,41,3
180,180,1715,80,7
200,240,1700,51,1
240,200,1745,80,1
200,240,800,52,1
240,200,830,80,1
200,200,1200,41,1
200,200,1300,80,1
200,200,800,41,2
200,200,1745,80,2
300,140,815,10,1
140,300,1645,41,1
300,300,1730,80,1
240,1,705,11,2
1,240,915,10,2
240,240,950,80,7
240,240,1015,10,7
240,240,1315,52,7
240,240,1330,80,7
50,500,2225,80,1
500,500,705,30,3
500,500,1430,80,3
500,500,730,12,3
500,500,1400,80,3
1,50,730,52,7
50,1,745,80,7
1,140,800,52,1
140,140,815,10,1
140,140,930,11,1
140,140,1000,11,1
140,140,1100,10,1
140,140,1630,51,1
140,1,1645,80,1
1,140,1900,52,1
140,1,1930,80,1
1,50,1500,51,7
50,1,1515,80,7
1,140,1900,43,2
140,1,2600,80,2
1,50,730,30,18
50,1,1445,80,18
200,200,1200,41,1
200,200,1245,44,1
200,200,1330,41,1
200,200,1415,41,1
200,200,1530,41,1
200,200,1545,80,1
260,500,820,10,3
500,260,2050,80,3
1,100,700,52,1
100,500,800,40,1
500,240,840,41,1
240,260,900,10,11
260,240,1530,41,11
240,500,1600,51,1
500,140,1645,51,1
140,1,1720,80,2
1,1,1845,777,7
1,1,1900,80,7
1,100,700,10,2
100,140,1430,46,18
140,1,1720,80,2
1,50,1845,777,7
50,1,1900,80,7
120,180,630,10,1
180,120,1400,80,1
260,260,800,46,7
260,260,835,80,7
260,240,850,10,6
240,260,1730,80,6
260,100,740,10,1
100,260,1600,80,1
360,180,1000,41,1
180,180,1215,41,1
180,360,1415,80,1
360,140,730,10,1
140,360,1600,80,1
560,500,400,10,1
500,560,1300,41,1
560,560,1320,80,1
560,200,605,10,1
200,560,1610,80,1
120,120,815,46,7
120,120,820,80,7
120,120,725,10,7
120,120,830,80,7
300,300,800,10,1
300,300,1630,80,1
300,300,530,10,1
300,300,1500,80,1
500,600,845,10,1
600,500,1825,80,1
500,500,815,30,18
500,500,1545,80,18
180,180,1130,41,1
180,180,1200,41,1
180,180,1205,80,1
300,300,1100,46,1
300,300,1300,80,1
50,50,910,52,7
50,50,930,80,7
50,50,1015,41,7
50,50,1130,80,7
50,50,1535,51,7
50,50,1545,80,7
50,425,600,12,1
425,50,1500,80,1
50,50,910,30,7
50,50,1540,80,7
400,1,800,10,4
1,400,1700,80,4
400,425,1430,10,1
425,400,2330,80,1
400,50,740,30,3
50,400,1530,80,3
500,260,1110,40,1
260,260,1210,41,1
260,500,1230,41,1
500,500,1255,80,1
140,140,1200,41,1
140,140,1230,80,1
140,140,1830,46,1
140,140,2245,80,1
140,140,1830,46,2
140,140,2245,80,2
500,500,900,10,11
500,500,1300,80,11
500,500,1600,41,3
500,500,1900,80,3
500,1,900,10,11
1,500,1700,80,11
200,200,800,52,2
200,200,820,80,2
200,400,1130,11,1
400,200,1200,44,1
200,200,1230,80,1
200,200,800,52,1
200,200,820,80,1
50,500,1000,41,1
500,500,1030,10,1
500,50,1400,80,1
140,240,700,10,1
100,140,2630,80,1
50,50,915,20,6
50,50,1215,80,6
50,50,710,10,6
50,50,1410,80,6
140,140,700,43,7
140,140,745,80,7
140,140,815,10,7
140,140,1600,80,7
140,50,800,20,4
50,140,1600,80,4
140,140,1700,41,7
140,140,1740,80,7
425,425,1030,41,1
425,425,1115,80,1
50,50,830,46,8
50,50,1000,80,8
50,120,1410,10,1
120,50,2300,80,1
50,50,1300,20,3
50,50,2400,80,10
50,140,2500,10,2
50,140,800,10,10
140,50,1700,80,2
50,200,1000,20,3
200,50,1800,80,3
50,120,730,30,4
120,50,1530,80,4
50,50,745,30,18
50,50,1630,80,3
425,300,1600,51,1
140,425,2115,80,1
50,50,1410,43,1
50,50,1435,41,1
50,50,1515,80,1
425,425,1330,41,3
425,425,1440,41,2
425,425,1630,80,2
425,425,530,44,1
425,425,540,10,1
425,425,1440,41,1
425,425,1630,80,1
100,100,830,10,7
100,100,1700,80,7
100,140,740,10,1
140,140,1700,41,1
140,100,1745,80,1
100,50,725,30,3
50,100,1430,80,4
500,425,630,10,1
425,500,1600,80,1
200,240,820,10,6
240,200,1705,80,6
200,200,1750,52,1
200,200,1805,80,1
200,200,1840,51,1
200,200,1905,80,1
200,200,730,30,7
200,200,1435,80,7
200,200,1750,46,2
200,200,1905,80,2
200,200,905,30,7
200,200,1545,80,7
200,200,1750,46,2
200,200,1905,80,2
260,750,1300,46,1
750,260,1645,80,1
300,1,805,10,1
1,300,1635,80,1
560,50,1615,80,1
50,50,1830,41,1
50,50,1915,80,1
200,200,820,30,3
200,200,1515,80,3
50,625,905,10,11
625,50,1730,80,3
50,1,2050,46,7
1,50,2245,80,7
425,425,700,10,1
425,425,1700,80,1
425,425,1100,41,1
425,425,1130,80,1
200,200,800,52,1
200,140,820,11,1
140,200,1730,80,1
200,140,730,10,1
140,200,1630,51,1
200,200,1640,80,1
500,500,1030,41,1
500,500,1115,80,1
500,500,1030,41,2
500,500,1115,80,2
200,200,1130,43,1
200,200,1245,41,1
200,140,1315,43,1
140,200,1350,80,1
200,50,830,11,1
50,200,1259,80,1
300,300,1215,43,1
300,300,1345,80,1
240,240,1225,41,7
240,240,1245,80,7
240,260,1730,46,6
260,240,1850,80,6
100,500,800,10,2
500,500,1215,44,7
500,500,1230,10,7
500,100,1740,80,1
100,500,800,10,1
500,500,1215,44,7
500,500,1230,10,7
500,100,1740,80,2
180,180,2200,80,10
500,500,2030,80,2
425,500,1630,80,1
300,120,1610,46,1
120,300,1715,80,1
300,300,1800,41,1
300,300,1830,41,1
300,300,1840,41,1
300,300,1855,80,1
300,300,1015,46,1
300,300,1200,80,1
300,300,1415,41,1
300,300,1440,80,1
300,300,1015,46,2
300,300,1200,80,2
300,300,1415,41,2
300,300,1440,80,2
500,500,540,10,1
500,500,1530,80,1
500,500,1630,80,1
500,500,1800,44,1
500,500,1930,80,1
240,50,910,80,1
50,240,1035,43,1
50,50,1530,80,2
50,50,1710,20,7
50,50,2040,52,7
50,50,2105,80,7
200,240,1210,44,1
240,500,1440,52,1
500,200,1500,80,1
200,240,1210,44,2
240,200,1440,80,2
260,140,735,10,2
140,260,1405,80,2
260,260,1545,46,2
260,260,1710,80,2
260,140,735,52,1
140,260,910,80,1
260,260,1545,46,1
260,260,1710,80,1
260,260,805,30,5
260,260,1545,46,2
260,260,1710,80,2
260,260,735,30,1
260,260,1200,80,1
260,260,1535,30,1
260,260,1735,80,1
260,260,735,30,2
260,260,1200,80,2
260,260,1535,30,2
260,260,1710,80,2
50,50,845,10,6
50,50,1600,80,6
50,50,800,10,6
50,50,1730,80,6
300,1,700,10,1
1,120,1600,41,1
120,300,1615,44,1
300,300,1640,80,1
260,200,1630,10,1
200,260,2434,80,1
300,1,700,10,1
1,1,1200,41,4
1,1,1235,10,4
1,300,1530,80,1
50,1,830,10,7
1,1,1145,44,7
1,1,1200,10,7
1,50,1800,46,7
50,50,1845,80,7
50,50,1800,46,7
50,50,1845,80,7
50,50,815,52,7
50,50,830,80,7
50,200,845,52,14
200,50,905,80,14
50,1,915,10,14
1,50,1645,80,14
50,50,1630,51,14
50,50,1645,80,14
50,1,820,10,7
1,50,1415,44,7
50,1,1430,10,7
1,50,1815,80,7
50,50,2015,44,7
50,50,2245,80,7
1,1,900,10,7
1,1,1700,80,7
1,50,1800,41,7
50,1,1830,80,7
50,1,2000,80,2
50,200,1010,43,6
200,50,1045,80,6
50,50,1210,44,2
50,50,1900,46,7
50,50,2100,80,7
50,50,1300,10,11
50,50,2400,80,11
50,1,1000,10,1
1,50,1900,80,1
425,200,630,43,3
200,425,800,80,3
140,260,1100,41,1
260,200,1145,41,1
200,140,1315,41,1
140,140,1345,41,1
140,140,1400,80,1
140,180,1500,41,1
180,200,1530,44,1
140,140,900,43,1
140,140,1300,43,1
140,50,1730,46,1
50,50,1740,46,7
50,140,2215,80,7
140,140,2230,52,1
140,140,2245,80,1
300,300,915,43,1
300,300,1015,80,1
260,260,1230,51,1
260,260,1240,52,1
260,260,1300,80,1
260,260,1445,51,1
260,260,1500,80,1
260,260,1400,51,1
260,260,800,30,7
260,260,1240,41,2
260,260,1500,80,2
260,260,800,30,7
500,140,1005,43,1
140,425,1130,41,1
425,500,1215,41,1
500,500,1310,777,1
500,500,1345,80,1
100,100,815,52,7
100,100,830,80,7
100,140,845,11,1
140,100,1705,80,1
100,100,1800,46,7
100,100,1830,80,7
100,100,810,52,7
100,100,830,80,7
100,100,930,46,7
100,100,1150,80,7
100,100,1430,51,7
100,100,1505,46,7
100,100,1700,80,7
350,260,550,10,1
260,350,1515,44,1
350,350,1545,80,1
260,260,1700,41,7
260,260,1830,80,7
300,425,715,10,1
425,300,1530,80,1
300,140,900,11,1
140,300,1020,80,1
300,300,1500,52,1
300,300,1515,52,1
300,300,1520,80,1
300,300,1600,51,1
300,300,1610,80,1
300,300,800,30,7
300,300,1435,44,7
300,300,1515,43,2
300,300,1610,80,2
300,300,1800,44,2
300,100,1900,46,2
100,300,2100,80,2
360,400,530,46,1
400,400,715,10,1
400,360,1830,80,1
425,500,2200,80,1
50,1,1600,46,1
1,240,1700,41,1
240,50,1800,80,1
50,50,700,10,1
50,240,1700,41,1
240,50,1800,80,2
100,1,1300,10,1
1,100,1600,41,1
100,100,1630,80,1
360,120,1000,41,1
120,360,1115,80,1
360,140,1415,11,1
140,180,1440,41,1
180,360,1510,80,1
360,180,730,43,1
360,360,945,80,1
360,200,1245,43,1
200,360,1530,80,1
360,360,1725,52,1
360,360,1915,80,1
360,360,800,30,7
360,360,1430,80,7
360,360,1725,46,2
360,360,1915,80,2
360,360,815,30,18
360,360,1550,80,18
360,360,1725,46,2
360,360,1915,80,2
50,1,915,10,7
1,50,1715,80,7
50,240,1930,41,1
240,50,2005,80,1
50,240,2135,46,1
240,50,2300,80,1
50,140,745,10,1
140,50,1715,80,1
50,240,1930,41,2
240,50,2005,80,2
300,300,1000,41,1
300,300,1030,80,1
300,700,1100,43,1
700,300,1200,777,1
300,300,1230,80,1
300,300,1500,11,1
300,300,1730,80,1
180,1,730,10,1
1,180,1710,80,1
180,180,1900,41,1
180,180,1920,41,1
180,180,1940,80,1
500,180,920,41,1
180,500,1510,80,1
200,240,730,10,6
240,200,1730,80,6
140,200,1550,51,1
200,200,1630,11,1
200,200,1830,52,1
180,140,2125,80,1
140,120,720,44,1
120,120,730,10,1
120,120,1130,46,7
120,120,1200,10,7
120,140,1700,80,1
140,140,1830,80,1
140,100,830,41,4
100,140,1500,80,4
240,1,730,10,4
1,1,1000,46,7
1,1,1100,10,7
1,240,1530,80,1
240,1,2200,51,1
1,240,2215,80,1
240,240,1200,46,1
240,240,1310,80,1
1,1,1530,11,7
1,240,2215,80,2
300,300,830,44,1
300,300,910,80,1
300,300,1145,41,1
300,300,1235,80,1
350,300,900,41,1
300,350,1400,80,1
350,1,400,10,4
1,350,1400,80,4
350,140,830,30,18
140,350,1500,80,18
350,300,825,30,18
300,350,1530,80,18
300,140,1345,11,1
140,300,1635,80,1
300,300,1730,43,1
300,300,1830,80,1
300,300,1730,43,2
300,300,1830,80,2
260,425,830,44,1
425,425,900,10,1
425,200,1630,41,1
200,260,1700,80,1
1,1,1600,40,7
1,1,1700,40,7
1,1,1745,41,7
1,1,1830,80,7
300,1,700,10,4
1,300,1600,80,4
300,300,745,52,1
300,300,750,80,1
300,300,1100,41,1
300,300,1200,80,1
300,300,1545,52,1
300,300,1600,80,1
300,300,745,30,2
300,300,1415,80,7
300,300,745,30,2
300,300,1415,80,7
300,300,1545,46,2
300,300,1600,80,2
200,240,1740,46,1
240,200,2330,80,1
180,180,1210,41,1
180,180,1240,80,1
180,180,1435,10,1
180,180,2330,80,1
500,500,825,52,7
500,500,900,80,7
500,260,1000,41,1
260,260,1030,41,1
260,500,1200,41,1
500,500,1300,80,1
500,500,1500,51,7
500,500,1515,80,7
500,500,1745,46,1
500,500,2000,80,1
500,260,600,46,1
260,500,740,11,1
500,500,1500,80,1
500,1,1700,11,1
1,500,2000,80,1
500,500,825,30,7
500,500,1515,80,7
500,500,1745,46,2
500,500,2000,80,2
260,500,830,10,1
500,500,1200,41,1
260,500,1250,10,1
500,200,1730,43,1
200,240,1845,46,1
240,260,1945,80,1
500,500,820,10,1
500,500,1100,40,1
500,260,1140,41,1
260,500,1200,10,1
500,500,1700,80,1
500,500,1100,41,1
500,500,1230,80,1
500,500,1745,44,1
500,500,1810,80,1
100,800,1330,12,1
800,800,1400,12,1
800,100,1500,80,1
100,100,1535,46,1
100,100,1600,80,1
100,120,745,10,1
120,100,1630,80,1
260,140,720,10,1
140,260,1750,80,1
260,200,1810,46,1
200,260,1930,80,1
300,300,815,52,1
300,300,820,80,1
300,300,1600,41,1
300,300,1630,80,1
300,300,815,30,2
300,300,1330,80,7
240,240,1400,41,6
240,240,1420,80,6
240,200,745,10,1
200,240,1630,80,1
50,1,2030,44,7
1,50,2400,44,7
1,50,2755,80,11
50,1,730,10,7
1,50,1900,80,7
50,1,2030,44,7
1,50,2400,44,7
1,50,2755,80,11
200,300,2215,80,1
240,500,900,52,1
500,240,930,41,1
240,240,1100,80,1
240,260,1300,46,1
260,240,1330,80,1
240,625,1600,40,6
625,240,1630,80,6
1,240,2030,80,1
240,500,900,10,2
500,240,1700,80,3
240,750,800,10,1
750,240,1630,80,1
1,240,2030,80,2
100,50,1400,52,1
50,200,1430,80,1
200,200,1600,46,7
200,200,1645,80,7
50,1,1345,11,6
1,50,1515,80,6
500,200,1300,10,1
200,500,1800,80,1
500,500,740,30,5
500,500,1440,80,5
400,425,1800,51,1
425,50,1830,40,1
50,425,1920,52,1
425,400,2030,80,1
500,500,1200,41,1
500,450,1330,80,1
450,450,815,10,1
450,450,1750,80,1
300,300,1400,80,1
50,50,630,46,7
50,50,830,46,7
50,50,930,80,7
50,200,1100,43,2
200,240,1300,43,2
240,50,1400,80,2
50,50,1700,46,7
50,50,1730,80,7
50,200,1100,52,1
200,240,1200,52,1
240,50,1330,80,1
560,500,615,10,1
500,560,1530,80,1
180,140,440,10,1
140,180,1400,80,1
500,240,730,10,1
240,500,1600,80,1
500,500,1700,52,1
500,500,1715,80,1
500,500,1945,51,1
500,500,2000,80,1
500,500,715,30,5
500,500,1430,80,5
500,500,715,30,18
500,500,1430,80,18
500,500,1700,46,2
500,500,2000,80,2
425,200,500,52,1
200,425,530,80,1
425,200,500,10,2
200,425,1330,80,2
425,500,730,10,3
500,425,1730,80,3
50,1,1300,41,4
1,50,1445,80,4
500,560,1200,46,6
560,500,1300,80,6
180,1,755,10,14
1,180,1615,80,14
260,180,1600,80,1
350,500,1130,41,1
500,350,1215,80,1
350,300,715,30,18
300,350,1415,80,18
500,240,715,52,1
240,120,815,10,1
120,240,1700,51,1
240,500,1730,80,1
500,240,715,10,2
240,500,1730,80,2
240,140,710,10,4
140,240,1615,80,4
100,50,810,10,4
50,100,1715,80,2
50,100,1715,80,1
140,180,800,41,1
180,140,825,41,1
140,140,835,80,1
260,360,2000,80,1
360,360,1000,41,1
360,360,1030,40,1
360,360,1100,12,1
360,360,2100,80,1
500,260,730,43,1
260,500,845,41,1
500,500,2130,80,1
140,300,850,52,1
300,140,920,80,1
140,300,1530,51,1
300,140,1605,80,1
140,300,750,30,3
300,140,1530,80,3
140,300,750,30,3
300,140,1530,80,3
140,300,850,30,2
300,140,1605,80,2
50,50,1630,41,7
50,50,1700,80,7
50,50,1200,41,6
50,50,1235,80,6
50,50,1705,41,7
50,50,1740,80,7
50,500,800,10,3
500,50,1705,80,3
50,50,1800,44,7
50,50,1900,41,7
50,50,1915,41,7
300,120,900,41,1
120,200,930,10,1
200,300,1800,80,1
300,140,735,30,2
140,300,1430,80,2
180,240,1215,80,11
240,240,1630,41,7
240,240,1700,80,7
240,50,1915,44,7
50,240,2130,80,2
260,240,945,41,2
240,240,1015,41,2
240,260,1045,80,2
260,240,945,41,1
240,240,1015,41,1
240,260,1045,80,1
300,300,1230,41,1
300,300,1245,44,2
300,300,1255,80,2
300,140,400,10,1
140,300,1130,80,1
300,300,1230,41,1
300,300,1245,44,1
300,300,1255,80,1
450,450,1330,46,1
450,450,1515,80,1
450,425,1130,41,1
425,450,1210,80,1
50,50,715,10,2
50,50,1200,80,2
50,50,715,52,1
50,50,1200,80,1
140,200,800,10,1
200,140,1800,80,1
140,140,2030,46,6
140,140,2250,80,6
200,200,540,44,1
200,200,555,10,1
200,200,615,41,1
200,200,625,10,1
200,200,1600,41,1
200,200,1610,80,1
200,200,1615,41,1
200,200,1620,41,1
200,200,1625,80,1
200,200,730,52,1
200,1,800,10,1
1,200,1500,51,1
260,200,1630,80,1
200,260,2630,12,1
260,260,2725,41,1
260,425,2730,12,1
425,200,2755,80,1
200,200,1100,41,1
200,200,1125,41,1
200,200,1135,41,1
200,200,1155,80,1
50,200,2030,80,1
50,1,1645,46,6
1,50,1900,80,6
240,240,1105,43,1
240,240,1400,80,1
140,140,735,52,7
140,140,800,80,7
140,140,1420,51,7
140,140,1435,80,7
140,140,1720,41,7
140,140,1735,80,7
140,100,1915,46,6
100,140,2135,80,6
140,260,745,11,1
260,140,830,80,1
140,140,1030,10,1
140,140,1815,80,1
140,140,1945,46,1
140,140,2100,80,1
140,140,735,30,7
140,140,1435,80,7
140,140,735,30,7
140,140,1435,80,7
260,260,1430,80,7
260,260,1300,52,1
260,260,1315,41,1
260,260,1415,80,1
50,1,800,10,7
1,1,1200,44,7
1,1,1300,10,7
1,50,1630,41,7
50,50,1700,80,7
50,50,1815,46,6
50,50,1930,80,6
50,1,900,44,7
1,50,910,20,7
50,50,1145,10,7
50,50,1900,80,7
50,50,1110,20,3
50,50,1405,80,3
300,50,700,10,1
50,300,1635,80,1
240,260,1500,41,1
260,240,1545,80,1
240,560,1745,44,1
560,500,2030,41,1
240,260,1500,41,2
260,240,1545,80,2
240,560,1745,44,2
560,500,2030,41,2
500,260,2100,46,2
425,260,830,10,3
260,425,1700,80,3
300,300,915,41,1
300,300,1110,80,1
300,200,825,10,1
200,300,1705,80,1
140,180,1045,41,8
180,140,1410,80,2
140,180,1045,41,8
180,140,1410,80,10
450,300,930,12,1
300,300,1115,12,1
300,180,1300,12,1
180,120,1415,12,1
120,450,1530,80,1
300,500,1410,80,1
120,120,1030,41,1
120,120,1330,41,1
120,120,1425,80,1
140,1,900,52,1
1,50,915,44,1
50,140,925,80,1
140,100,1315,43,1
100,140,1500,80,1
140,140,1500,80,1
140,50,2200,51,1
50,140,2215,44,1
140,140,2235,80,1
360,360,855,46,1
360,450,905,41,1
450,450,1020,41,1
450,360,1035,52,1
360,360,1050,80,1
500,500,1120,41,2
500,500,1120,41,1
500,500,1320,80,2
180,140,1830,44,6
140,180,1905,80,6
500,500,1030,46,1
500,500,1040,41,1
500,500,1115,80,1
500,500,2015,41,1
500,500,2020,80,11
180,180,1530,41,1
180,180,1600,80,1
180,50,800,30,4
50,180,1300,80,3
180,180,800,30,7
180,180,1850,80,7
300,300,1030,46,7
300,300,1130,41,7
300,300,1200,80,7
300,300,1630,777,7
300,300,1700,80,7
300,300,1300,43,1
300,300,1500,80,1
300,300,1630,777,7
300,300,1715,80,7
300,625,715,46,1
625,625,850,10,7
625,600,1120,11,1
600,625,1230,10,1
625,625,1715,41,1
625,50,1740,44,1
50,300,1855,80,1
180,180,1630,777,7
180,180,1640,80,7
180,180,1630,777,7
180,180,1640,80,7
140,500,1815,46,2
500,140,2215,52,2
140,180,2230,80,2
350,300,1120,46,1
300,350,1725,80,1
350,300,1150,41,1
300,300,1235,41,1
300,300,1315,41,1
300,300,1340,41,1
300,350,1520,80,1
140,140,1300,43,11
140,140,1400,43,11
140,140,1420,80,7
140,140,900,30,18
140,140,1600,80,7
140,140,900,30,18
140,140,1600,80,7
180,200,830,10,1
200,180,1430,51,1
180,200,1500,43,1
200,200,1700,44,1
200,200,1815,41,1
200,180,1845,52,1
180,180,1900,80,1
200,260,1435,52,1
260,200,1500,80,1
200,260,1435,10,2
260,200,1935,80,2
100,100,1200,46,7
100,100,1300,80,7
100,500,730,10,1
500,100,1700,80,1
100,100,1800,46,1
100,100,2200,44,1
100,100,2300,80,1
450,425,1010,41,1
425,450,1215,80,1
180,425,1000,41,1
425,180,1243,80,1
260,260,1930,41,1
260,260,2030,80,1
400,140,730,10,1
140,400,1600,80,1
120,120,905,80,7
120,120,1100,41,1
120,120,1120,80,1
120,625,1230,46,1
625,120,1530,80,1
120,120,1100,41,2
120,120,1120,80,2
120,600,1230,46,2
600,120,1530,80,2
300,350,1000,46,1
350,300,1630,80,1
300,500,700,10,1
500,300,1630,80,1
360,200,1200,41,1
200,360,1210,80,1
140,140,1630,41,1
140,140,1700,41,1
140,140,1800,80,1
140,140,1630,41,2
140,140,1800,80,2
180,200,1400,43,1
200,180,1515,80,1
50,140,1110,44,2
200,50,1620,80,2
240,50,1000,46,7
50,240,1100,80,7
240,200,1400,41,1
200,200,1430,41,1
200,240,1535,80,1
240,240,1000,46,7
240,240,1100,80,7
240,200,1400,41,2
200,200,1430,41,2
200,240,1535,80,2
425,425,1615,41,1
425,450,1710,80,1
360,360,1430,44,1
360,360,1445,80,1
50,50,1230,41,1
50,50,1305,80,1
50,50,1800,46,7
50,50,1900,80,7
140,1,740,10,4
1,1,1700,44,7
1,140,1720,80,4
180,140,840,52,1
140,180,910,80,1
180,140,1515,51,1
140,180,1550,80,1
180,140,840,30,2
140,180,1550,80,2
180,140,840,30,2
140,180,1550,80,2
180,140,840,30,2
140,180,1550,80,2
300,300,810,52,7
300,300,815,80,7
300,140,820,52,1
140,300,835,80,1
300,140,1545,51,1
140,300,1605,80,1
300,50,740,10,4
50,300,1700,80,4
300,300,810,30,7
300,300,1505,80,7
300,140,1545,51,2
140,300,1605,80,2
260,240,640,10,1
240,260,2100,80,1
100,100,835,52,1
100,120,900,52,1
120,100,915,80,1
100,200,1430,51,1
200,100,1535,80,1
100,140,1600,52,1
140,100,1610,80,1
100,120,1900,41,2
120,100,2000,80,2
100,120,1900,41,1
120,100,2000,80,1
100,100,835,52,2
100,120,900,30,2
120,100,1500,80,3
100,120,1900,41,2
120,100,2000,80,2
100,100,835,30,2
100,100,1530,80,7
100,120,1900,41,2
120,100,2000,80,2
100,200,800,30,2
200,100,1535,80,2
100,120,1900,41,2
120,100,2000,80,2
200,200,800,40,1
200,200,900,80,1
50,200,830,10,1
200,50,1710,80,1
425,600,700,10,1
600,425,1200,80,1
180,200,900,40,1
200,180,945,80,1
400,180,1810,80,1
180,180,1840,46,7
180,180,1930,80,7
180,180,1910,46,7
180,180,1935,80,7
500,500,1040,10,1
500,500,1730,80,1
500,500,1745,46,1
500,500,1915,41,1
500,500,1945,41,1
500,500,2000,80,1
500,500,840,30,7
500,500,1530,80,7
500,500,1745,46,2
500,500,1915,41,2
500,500,1945,41,2
500,500,2000,80,2
500,500,845,30,7
500,500,1545,80,7
500,500,1745,46,2
500,500,1915,41,2
500,500,1945,41,2
500,500,2000,80,2
100,1,820,10,3
1,100,1605,80,3
200,400,900,46,1
400,200,1300,43,6
200,200,1429,80,6
200,400,900,46,2
400,200,1100,80,2
200,200,1130,43,13
200,200,1300,80,13
50,50,1100,41,1
50,50,1200,46,1
50,50,1245,80,1
100,100,1220,43,7
100,100,1240,80,7
100,100,1620,46,6
100,1,1740,46,6
1,100,1845,80,6
240,1,730,10,6
1,120,1345,43,6
120,1,1500,10,6
1,50,1610,41,6
50,240,1650,80,6
240,240,1715,41,7
240,240,1750,80,7
450,200,705,52,1
200,450,740,80,1
450,200,1100,51,1
200,450,1140,80,1
450,200,705,46,2
200,450,1140,80,2
120,120,830,10,7
120,120,1630,80,7
120,200,800,10,1
200,120,1700,80,1
100,140,800,10,1
140,140,1700,41,1
140,100,1730,41,1
100,100,1800,41,1
100,100,1810,80,1
425,200,730,10,3
200,425,1630,80,3
425,425,1315,11,1
425,425,1430,11,1
425,425,1500,80,1
500,450,1700,46,1
450,500,1912,80,1
500,500,750,30,1
500,500,1415,10,1
500,500,1900,80,1
100,100,1010,40,1
100,100,1055,80,1
350,100,745,10,1
100,350,1240,80,1
350,350,535,10,1
350,350,1705,80,1
350,200,1100,20,1
200,350,1640,80,1
50,260,1230,41,1
260,50,1530,80,1
50,260,1230,41,2
260,50,1530,80,2
240,260,1330,41,3
260,240,1630,80,3
500,260,700,10,1
425,500,1100,10,1
500,425,1630,80,1
300,300,1115,46,1
300,300,1300,80,1
260,200,930,43,1
200,240,1015,43,1
