originreportzone,destreportzone,departtime,trippurpose,modeprimary,tripfactor
800,820,1200,80,2,11.48
845,845,1600,43,1,17.23
845,845,1630,80,1,17.23
820,800,830,43,7,8.95
800,820,850,80,7,8.95
800,820,1745,80,1,8.95
800,820,1750,80,2,8.95
625,625,800,41,3,18.63
625,625,850,80,3,18.63
625,700,755,12,1,32.49
700,625,1800,80,1,32.49
625,800,700,10,3,32.49
800,625,1630,80,3,32.49
820,625,700,20,1,9.7
625,820,1400,80,1,9.7
820,820,1125,41,1,7.9
820,820,1305,80,1,7.9
625,625,1000,41,7,13.12
625,625,1030,80,7,13.12
800,625,715,43,1,1.9
625,800,910,80,1,1.9
800,820,1340,43,1,1.9
820,800,1505,80,1,1.9
840,600,800,10,1,20.84
600,840,1700,80,1,20.84
840,140,700,20,5,20.84
140,840,1438,80,5,20.84
625,625,1600,41,1,11.49
625,625,1635,80,1,11.49
840,840,1100,41,1,16.08
840,840,1300,80,1,16.08
840,750,1400,46,1,21.71
750,840,1612,80,1,21.71
840,800,1000,43,1,21.71
800,840,1200,80,1,21.71
625,845,1000,41,1,10.51
845,625,1040,80,1,10.51
625,625,1545,43,1,10.51
625,625,1830,80,1,10.51
750,750,800,52,2,38.93
750,600,815,41,2,38.93
600,750,1325,80,2,38.93
750,750,1530,51,2,38.93
750,750,1615,80,2,38.93
750,750,800,52,1,38.93
750,600,815,41,1,38.93
600,750,1325,80,1,38.93
750,750,1530,51,1,38.93
750,750,1615,80,1,38.93
800,800,1730,44,1,23.21
800,800,2205,80,2,23.21
800,800,1730,44,2,23.21
800,800,2205,80,1,23.21
625,600,620,52,1,25.95
600,625,635,80,1,25.95
625,600,1510,51,1,25.95
600,625,1520,80,1,25.95
840,840,2400,52,1,16.49
840,840,2405,80,1,16.49
700,625,1050,10,8,43.82
625,700,1945,80,8,43.82
845,845,1430,41,1,7.94
845,845,1630,80,1,7.94
800,845,1230,41,1,9.9
845,800,1425,80,1,9.9
700,700,820,52,1,15.42
700,700,830,80,1,15.42
700,700,1630,40,1,15.42
700,700,1700,44,1,15.42
700,700,1720,80,1,15.42
700,700,1545,51,1,15.42
700,700,1600,80,1,15.42
700,625,625,30,3,15.42
625,700,1520,80,3,15.42
700,700,820,30,2,15.42
700,700,1600,80,2,15.42
600,120,1830,52,1,18.86
120,600,1930,80,1,18.86
820,820,1300,11,1,12.91
820,820,1715,41,1,12.91
820,820,1730,80,1,12.91
650,260,645,10,1,10.17
260,700,1600,44,1,10.17
700,650,1645,80,1,10.17
820,820,1705,44,1,15.33
820,820,1715,80,1,15.33
625,625,1700,41,1,30.05
625,625,1715,80,1,30.05
625,1,735,10,3,30.05
1,625,1605,80,3,30.05
650,800,855,41,1,10.87
800,650,1100,80,1,10.87
650,800,855,41,2,10.87
800,650,1100,80,2,10.87
845,845,900,41,1,21.7
845,845,1200,80,1,21.7
845,845,1640,44,1,21.7
845,845,1700,80,1,21.7
625,50,930,10,3,99.15
50,50,1630,20,7,99.15
50,625,1900,80,3,99.15
625,625,1200,20,1,99.15
625,625,1900,80,1,99.15
700,700,1015,41,1,32.62
700,700,1045,80,1,32.62
820,820,725,52,1,9.75
820,800,730,52,1,9.75
800,845,735,10,1,9.75
845,820,1800,80,1,9.75
820,625,1130,20,1,9.75
625,820,1705,80,1,9.75
820,820,725,52,2,9.75
820,800,735,30,7,9.75
800,820,1455,80,18,9.75
750,800,1000,41,1,20.47
800,820,1030,41,1,20.47
820,750,1300,80,1,20.47
800,820,1420,12,1,20.47
820,750,1515,80,1,20.47
650,650,1630,41,1,15.3
650,650,1730,80,1,15.3
625,625,1015,41,1,11.05
625,625,1130,80,1,11.05
625,625,1435,41,1,11.05
625,625,1530,80,1,11.05
650,650,1300,41,1,43.27
650,650,1415,80,1,43.27
650,1,515,44,1,43.27
1,1,550,10,1,43.27
1,650,1515,80,1,43.27
650,600,730,30,18,43.27
600,650,1435,80,18,43.27
650,600,730,30,18,43.27
600,650,1435,80,18,43.27
840,800,1400,41,1,31.96
800,800,1600,41,1,31.96
800,840,1700,80,1,31.96
750,750,1300,44,1,19.72
750,750,1426,80,1,19.72
700,500,845,10,1,10.86
500,845,1155,11,1,10.86
845,700,1540,80,1,10.86
700,140,635,10,1,10.86
140,700,1835,80,1,10.86
625,750,845,46,1,13.47
750,625,1215,80,1,13.47
625,750,845,46,2,13.47
750,625,1215,80,2,13.47
750,625,815,52,1,10.03
625,750,835,80,1,10.03
625,750,1330,80,1,10.03
750,820,625,10,1,10.03
820,625,1530,51,1,10.03
625,750,1550,80,1,10.03
750,750,720,30,18,10.03
750,750,1505,80,18,10.03
800,800,1330,41,1,9.07
800,800,1350,41,1,9.07
800,800,1425,80,1,9.07
820,625,845,43,1,16.94
625,820,1010,80,1,16.94
820,820,1615,51,2,16.94
820,820,1630,44,2,16.94
820,820,1915,80,2,16.94
820,820,1615,51,1,16.94
820,820,1630,44,1,16.94
820,820,1915,80,1,16.94
820,820,720,30,18,16.94
820,820,1630,44,2,16.94
820,820,1730,30,2,16.94
820,820,1915,80,2,16.94
840,800,1210,52,1,16.26
800,840,1230,80,1,16.26
650,840,1900,80,1,16.26
650,840,1900,80,2,16.26
700,700,1230,52,1,12.19
700,700,1240,80,1,12.19
700,800,730,10,1,12.19
800,700,1645,80,1,12.19
700,625,1230,20,3,12.19
625,700,1615,80,3,12.19
750,750,745,52,1,11.26
750,750,755,80,1,11.26
750,750,1545,41,1,11.26
750,750,1555,51,1,11.26
750,750,1605,51,1,11.26
750,750,1610,80,1,11.26
750,800,1700,41,1,11.26
800,750,1830,80,2,11.26
750,1,730,10,1,11.26
1,750,1630,80,1,11.26
750,800,1700,41,2,11.26
800,750,1830,80,1,11.26
750,750,710,30,18,11.26
750,750,1605,80,2,11.26
750,800,1700,41,2,11.26
800,750,1830,80,2,11.26
625,625,1240,46,1,5.34
625,625,2350,80,2,5.34
840,600,1520,51,1,34.34
600,840,1610,80,1,34.34
840,600,805,52,1,34.34
600,260,840,10,1,34.34
260,840,1730,80,1,34.34
840,600,805,30,2,34.34
600,840,1610,80,2,34.34
750,625,1220,41,1,18.92
625,625,1255,41,1,18.92
625,750,1320,80,1,18.92
700,700,1830,80,1,15.25
700,625,700,10,1,15.25
625,700,1715,80,1,15.25
820,820,1115,46,2,14.39
820,820,1327,80,2,14.39
820,820,1500,46,1,14.39
840,800,1210,46,2,16.26
800,820,1240,41,3,16.26
820,820,1500,41,7,16.26
820,840,1630,80,2,16.26
840,840,740,30,18,16.26
840,840,1520,80,18,16.26
800,820,730,52,1,9.25
820,800,755,80,1,9.25
840,800,1100,80,1,9.25
800,820,1450,51,1,9.25
820,800,2000,80,1,9.25
800,820,730,30,2,9.25
800,800,1530,43,1,8.04
800,800,1630,80,1,8.04
625,820,715,10,1,17.09
625,800,540,10,1,17.09
800,625,1440,80,1,17.09
700,600,800,30,3,22.52
600,700,1605,80,3,22.52
700,700,745,30,7,22.52
700,700,1600,80,7,22.52
800,800,805,30,18,13.44
800,600,1635,10,3,13.44
600,800,2115,80,3,13.44
800,800,1645,44,1,13.44
800,800,1655,10,1,13.44
625,50,700,44,1,16.96
50,140,715,10,1,16.96
140,180,1810,41,1,16.96
180,625,1835,80,1,16.96
750,750,1400,12,1,10.4
750,750,1500,80,1,10.4
750,750,1000,12,1,10.4
750,750,1100,80,1,10.4
600,625,900,10,6,12.93
625,600,1600,80,6,12.93
600,600,1900,44,7,12.93
600,600,2200,80,7,12.93
600,800,800,10,1,12.93
800,600,1600,80,1,12.93
600,600,1630,51,7,12.93
600,600,1635,80,7,12.93
600,600,715,30,7,12.93
600,600,1635,80,7,12.93
600,600,715,30,7,12.93
600,600,1635,80,7,12.93
800,800,1030,41,1,18.81
800,800,1100,80,1,18.81
820,820,1712,80,1,14.39
625,625,1330,46,2,8.95
625,625,1530,80,2,8.95
625,625,1330,46,1,8.95
625,625,1530,80,1,8.95
800,625,1100,11,1,13.25
625,800,1130,80,1,13.25
800,820,900,10,1,13.25
820,800,1700,80,1,13.25
800,800,2100,51,1,9.19
800,800,2130,80,1,9.19
700,1,730,10,3,33.26
1,700,1530,80,3,33.26
625,625,1655,41,7,11.78
625,625,1735,80,7,11.78
800,140,730,10,1,7.13
140,800,1600,80,1,7.13
800,800,1645,41,1,7.13
800,625,1655,41,1,7.13
625,800,1730,80,2,7.13
800,625,1700,41,1,7.13
625,800,1730,80,1,7.13
820,100,730,41,1,15.47
100,800,805,41,1,15.47
800,820,825,80,1,15.47
650,600,1430,41,1,8.56
600,800,1500,51,1,8.56
800,600,1530,41,1,8.56
600,650,1600,80,1,8.56
650,650,2100,80,1,8.56
840,845,625,52,1,2.79
845,600,645,10,3,2.79
600,840,1530,80,3,2.79
840,800,630,10,1,2.79
800,845,1600,51,1,2.79
845,840,1655,80,1,2.79
840,845,625,30,2,2.79
845,840,1655,80,2,2.79
840,845,625,30,2,2.79
845,840,1655,80,2,2.79
800,800,1830,46,1,1.9
800,800,2215,80,1,1.9
800,800,1400,46,7,8.31
800,800,1530,80,7,8.31
800,50,630,10,1,8.31
50,800,1500,80,1,8.31
800,800,1530,46,7,8.31
800,800,1730,80,7,8.31
750,750,825,52,1,17.14
750,750,840,80,1,17.14
750,750,1250,44,1,17.14
750,750,1410,80,1,17.14
750,750,1615,51,1,17.14
750,750,1635,80,1,17.14
750,750,830,52,1,17.14
750,750,850,80,1,17.14
750,750,1250,44,2,17.14
750,750,1405,80,2,17.14
750,750,1630,51,1,17.14
750,750,1645,80,1,17.14
750,750,830,30,2,17.14
750,625,900,46,18,17.14
625,750,1130,30,18,17.14
750,750,1645,80,2,17.14
750,750,830,30,2,17.14
750,625,900,46,18,17.14
625,750,1130,30,18,17.14
750,750,1645,80,2,17.14
750,750,830,30,2,17.14
750,625,900,46,18,17.14
625,750,1130,30,18,17.14
750,750,1645,80,2,17.14
750,700,1815,44,1,12.14
700,750,2330,80,1,12.14
750,625,700,10,1,12.14
625,700,1900,44,1,12.14
700,750,2330,80,1,12.14
700,700,830,10,1,69.36
700,700,1230,80,1,69.36
50,700,2000,80,1,69.36
750,625,745,52,1,15.0
625,625,805,10,1,15.0
625,625,1600,51,1,15.0
625,750,1610,51,1,15.0
750,750,1630,80,1,15.0
750,750,750,52,1,15.0
750,800,755,10,1,15.0
800,840,1600,43,1,15.0
840,750,1630,80,1,15.0
625,625,1500,41,3,8.85
625,625,1515,41,7,8.85
625,625,1545,43,7,8.85
625,625,1615,41,7,8.85
625,625,1645,80,3,8.85
840,800,1630,41,1,13.94
800,840,1725,80,1,13.94
840,840,1910,41,1,13.94
840,840,1920,80,1,13.94
840,50,715,10,1,13.94
50,840,1600,80,1,13.94
840,800,1630,41,2,13.94
800,840,1720,80,2,13.94
820,800,2000,80,1,9.25
800,625,815,10,1,7.39
625,800,1200,80,1,7.39
625,600,745,10,6,25.32
600,625,1720,80,6,25.32
625,700,1830,46,1,25.32
700,625,2030,80,1,25.32
625,800,1015,41,1,25.32
800,625,1130,80,1,25.32
625,800,1830,46,2,25.32
800,625,2030,80,2,25.32
625,600,755,30,5,25.32
600,625,1530,80,5,25.32
625,700,1830,46,2,25.32
700,625,2030,80,2,25.32
625,625,750,30,7,25.32
625,625,1130,80,7,25.32
625,625,1220,30,7,25.32
625,625,1520,80,7,25.32
625,700,1830,46,2,25.32
700,625,2030,80,2,25.32
625,625,750,30,7,25.32
625,625,1120,80,7,25.32
625,625,1220,30,7,25.32
625,625,1520,80,7,25.32
625,700,1830,46,2,25.32
700,625,2030,80,2,25.32
625,800,1830,46,2,25.32
800,625,2030,80,2,25.32
820,1,430,10,1,6.88
1,820,1240,80,1,6.88
700,500,800,10,1,15.32
500,700,1500,80,1,15.32
650,650,1540,41,1,8.17
650,650,1615,80,1,8.17
625,200,800,10,1,15.99
200,625,1830,80,1,15.99
840,820,855,43,1,47.51
820,800,1030,41,1,47.51
800,840,1120,80,1,47.51
840,800,1840,41,1,47.51
800,840,1855,80,1,47.51
700,700,1100,41,1,10.68
700,700,1130,80,1,10.68
700,700,1400,41,1,10.68
700,700,1445,80,1,10.68
845,845,730,52,1,15.09
845,800,800,41,1,15.09
800,845,930,80,1,15.09
845,650,1130,44,1,15.09
845,820,600,11,1,15.09
820,845,1100,80,1,15.09
845,650,1130,44,2,15.09
845,800,745,10,1,15.09
800,845,1745,80,1,15.09
845,845,730,30,2,15.09
845,845,1500,80,18,15.09
625,360,820,41,1,38.8
360,360,1000,41,1,38.8
360,400,1020,44,1,38.8
400,100,1030,41,1,38.8
100,360,1100,41,1,38.8
360,625,1145,80,1,38.8
625,200,1800,41,1,38.8
200,625,1840,80,1,38.8
650,625,1400,41,1,15.65
625,700,1430,80,1,15.65
650,625,1400,41,2,15.65
625,700,1430,80,2,15.65
750,750,1000,10,1,14.66
750,750,2100,80,1,14.66
750,750,800,10,1,14.66
750,750,1600,80,1,14.66
600,50,835,10,10,40.72
50,1,1200,44,7,40.72
1,50,1315,10,7,40.72
50,600,1700,41,2,40.72
600,600,1720,80,2,40.72
625,750,900,46,1,3.22
750,625,1200,80,1,3.22
625,625,1105,52,1,7.67
625,625,1115,40,1,7.67
625,625,1125,51,1,7.67
625,625,1145,80,1,7.67
625,625,1105,43,2,7.67
625,625,1145,80,2,7.67
800,1,535,10,14,31.8
1,800,1350,80,14,31.8
650,650,1610,41,1,7.9
650,650,1640,41,1,7.9
650,650,1740,41,1,7.9
650,650,1745,80,1,7.9
650,650,1615,41,1,14.57
650,650,1700,43,1,14.57
650,650,1800,80,1,14.57
840,820,800,52,1,14.77
820,840,820,80,1,14.77
840,820,1640,43,1,14.77
820,840,1750,80,1,14.77
840,425,615,10,1,14.77
425,840,1430,80,1,14.77
840,820,1550,51,1,14.77
820,820,1605,51,1,14.77
820,840,1625,80,1,14.77
840,845,705,20,3,14.77
845,840,1600,80,3,14.77
840,820,645,30,18,14.77
820,820,1215,46,7,14.77
820,820,1605,46,2,14.77
820,840,1625,80,2,14.77
840,820,1640,43,2,14.77
820,840,1750,80,2,14.77
750,800,805,43,1,8.33
800,750,934,80,1,8.33
200,800,1952,80,1,9.46
800,800,845,20,7,9.46
800,800,1650,80,7,9.46
800,800,845,30,7,9.46
800,800,1650,80,7,9.46
700,700,1610,51,7,22.7
700,700,1615,80,7,22.7
700,700,730,52,7,22.7
700,700,740,80,7,22.7
700,700,1015,41,7,22.7
700,700,1030,80,7,22.7
700,700,730,30,7,22.7
700,700,1615,80,7,22.7
700,700,730,30,7,22.7
700,700,1615,80,7,22.7
750,750,2010,80,1,12.88
750,750,530,10,1,12.88
750,750,1800,80,1,12.88
750,650,920,41,1,12.88
650,750,1150,80,1,12.88
840,800,1600,44,1,26.28
800,820,1900,80,1,26.28
820,625,830,10,1,26.28
840,820,2000,80,1,26.28
625,625,1930,41,6,18.58
625,625,2000,80,6,18.58
625,240,620,20,3,30.92
240,240,1210,44,7,30.92
240,240,1230,11,7,30.92
240,625,1445,80,4,30.92
625,750,1700,46,1,10.43
750,625,1830,41,1,10.43
625,625,1900,80,1,10.43
625,750,1700,46,2,10.43
750,625,1830,41,2,10.43
625,625,1900,80,2,10.43
820,600,645,10,3,11.99
600,820,1515,80,3,11.99
820,1,635,10,3,11.99
1,820,1530,80,3,11.99
840,100,800,10,1,54.33
300,120,1930,41,1,54.33
120,840,2030,80,1,54.33
840,120,630,41,1,54.33
120,120,720,10,1,54.33
120,50,1630,46,1,54.33
50,840,1830,80,1,54.33
840,500,610,10,1,54.33
500,260,1600,41,1,54.33
260,840,1640,80,1,54.33
840,800,1900,41,1,54.33
800,840,2330,80,1,54.33
600,1,1030,41,1,10.81
1,625,1100,41,1,10.81
625,600,1130,80,1,10.81
600,50,1000,46,14,5.55
50,600,1200,80,14,5.55
750,600,1500,80,1,5.55
625,625,1530,41,14,17.02
625,625,1635,80,14,17.02
845,845,1600,41,1,8.6
845,845,1620,80,1,8.6
845,845,715,12,1,8.6
845,845,1640,80,1,8.6
845,845,715,30,2,8.6
845,845,1455,43,7,8.6
845,845,1620,80,2,8.6
845,845,710,30,18,8.6
845,845,1455,80,18,8.6
625,625,1220,41,1,9.31
625,625,1230,40,1,9.31
625,625,1240,40,1,9.31
625,625,1245,80,1,9.31
625,625,720,30,18,9.31
625,625,1500,80,2,9.31
800,800,930,41,1,8.3
800,800,1000,41,1,8.3
800,800,1100,41,1,8.3
800,800,1115,41,1,8.3
800,800,1130,41,1,8.3
800,800,1140,80,1,8.3
840,800,1200,80,1,8.3
800,625,1430,46,1,8.07
625,800,1642,80,1,8.07
800,625,1430,46,2,8.07
625,800,1642,80,2,8.07
600,1,830,10,7,36.68
1,1,1330,10,7,36.68
1,1,1705,44,7,36.68
1,1,1800,10,7,36.68
1,600,2115,80,6,36.68
600,50,930,20,3,36.68
1,50,2015,20,7,36.68
50,600,2030,80,3,36.68
820,820,750,52,7,7.15
820,820,800,80,7,7.15
820,820,1650,51,7,7.15
820,820,1705,80,7,7.15
820,820,1650,51,7,7.15
820,820,1705,80,7,7.15
820,820,750,30,7,7.15
820,820,1705,80,7,7.15
820,820,750,30,7,7.15
820,820,1705,80,7,7.15
840,625,645,10,1,20.85
625,840,1700,80,1,20.85
840,800,715,52,1,20.85
800,800,725,10,1,20.85
800,800,1545,51,1,20.85
800,840,1605,80,1,20.85
840,800,715,30,2,20.85
800,840,1545,80,18,20.85
840,800,715,30,2,20.85
800,840,1605,80,2,20.85
840,800,715,30,2,20.85
800,840,1605,80,2,20.85
800,800,700,30,18,77.48
800,800,1418,80,18,77.48
800,100,800,41,1,23.22
100,120,835,20,7,23.22
100,120,1810,44,1,23.22
120,800,2100,80,1,23.22
800,800,735,44,1,23.22
800,625,755,10,1,23.22
625,800,1630,80,1,23.22
800,240,1725,41,1,23.22
240,120,1805,44,1,23.22
120,800,2050,80,1,23.22
845,845,700,10,1,12.64
845,845,1600,41,1,12.64
845,845,1615,41,1,12.64
845,845,1645,80,1,12.64
750,800,1400,41,1,9.33
800,750,1500,80,1,9.33
840,845,1100,43,1,16.49
845,840,1229,80,1,16.49
845,845,800,52,1,18.96
845,845,805,80,1,18.96
845,845,1600,51,1,18.96
845,845,1610,80,1,18.96
845,845,800,30,2,18.96
845,845,1600,80,2,18.96
820,800,810,41,1,12.35
800,820,1405,80,2,12.35
820,1,630,10,1,11.45
1,820,1600,80,1,11.45
820,800,800,12,1,11.45
800,820,1830,80,1,11.45
820,260,545,10,1,11.45
260,820,1530,80,1,11.45
820,1,1600,41,1,8.66
1,240,1700,44,1,8.66
240,625,2100,52,1,8.66
625,820,2120,80,1,8.66
820,625,900,10,1,10.1
625,800,1200,41,1,10.1
800,800,1230,41,1,10.1
800,820,1300,80,1,10.1
820,820,1600,51,2,10.1
820,820,1615,51,2,10.1
820,800,1630,41,2,10.1
820,820,2015,80,2,10.1
820,800,815,40,1,10.1
800,820,830,52,1,10.1
820,820,845,52,1,10.1
820,820,900,80,1,10.1
820,820,1600,51,1,10.1
820,800,1630,41,1,10.1
820,820,2015,80,1,10.1
625,650,800,52,1,11.85
650,625,840,80,1,11.85
625,650,1620,51,1,11.85
650,625,1650,80,1,11.85
625,820,640,10,8,11.85
820,625,1635,80,8,11.85
625,650,830,52,2,11.85
650,625,850,80,2,11.85
625,650,1620,51,2,11.85
650,625,1650,80,2,11.85
840,625,600,10,1,27.47
625,820,1830,41,1,27.47
820,840,1900,80,1,27.47
840,800,830,52,1,27.47
800,800,1620,51,1,27.47
800,820,1640,44,1,27.47
820,840,1710,80,1,27.47
840,820,1815,46,2,27.47
820,840,2130,80,1,27.47
840,625,1345,20,3,27.47
625,800,1625,51,3,27.47
820,840,2045,80,2,27.47
840,800,835,30,2,27.47
800,800,1620,51,2,27.47
800,820,1640,44,2,27.47
820,840,1710,80,2,27.47
800,800,950,43,7,51.29
800,800,1130,80,7,51.29
800,625,845,52,1,51.29
625,800,900,10,1,51.29
800,625,1600,51,1,51.29
625,800,1630,80,1,51.29
800,800,730,44,1,53.53
800,700,740,10,1,53.53
700,800,1630,80,1,53.53
800,625,550,11,1,53.53
625,800,1530,80,1,53.53
800,800,1040,41,1,53.53
800,800,1125,80,1,53.53
800,800,815,30,7,53.53
800,800,1600,80,7,53.53
800,800,820,30,18,53.53
800,800,1610,80,18,53.53
800,800,815,30,7,53.53
800,800,1600,80,7,53.53
845,840,800,46,1,102.39
840,845,1500,80,1,102.39
800,800,1230,46,1,11.44
800,800,1630,80,1,11.44
800,800,700,41,1,11.44
800,800,705,80,1,11.44
800,800,830,41,1,11.44
800,800,910,80,1,11.44
800,800,1010,41,1,11.44
800,800,1040,80,1,11.44
800,845,715,10,1,18.35
50,820,1200,80,2,6.78
50,820,1200,80,1,6.78
625,800,1000,41,1,9.16
800,625,1100,80,1,9.16
625,600,1130,10,1,9.16
600,625,1700,80,1,9.16
625,625,1410,46,1,7.69
625,625,1620,41,7,7.69
625,625,1635,80,1,7.69
845,800,1210,46,2,8.43
800,845,1530,80,2,8.43
845,845,1630,44,2,8.43
845,845,1805,80,2,8.43
845,800,1210,46,1,8.43
800,845,1530,80,1,8.43
845,845,1630,44,1,8.43
845,845,1805,80,1,8.43
600,625,1330,41,1,3.89
625,600,1430,80,1,3.89
840,820,800,10,1,15.41
820,840,1700,80,1,15.41
840,840,630,10,1,15.41
840,840,1605,80,1,15.41
820,800,1240,43,1,19.7
800,800,1330,41,1,19.7
800,820,1430,80,1,19.7
820,800,1500,41,1,19.7
800,820,1535,41,1,19.7
820,820,1625,80,1,19.7
820,625,930,41,1,22.62
625,800,1220,43,1,22.62
800,800,1300,41,1,22.62
800,820,1425,80,1,22.62
820,120,920,10,1,22.62
120,625,1625,46,1,22.62
625,500,1720,46,16,22.62
500,625,2130,46,16,22.62
625,820,2225,80,1,22.62
750,750,800,52,1,21.99
750,750,810,80,1,21.99
750,750,1700,46,1,21.99
750,750,1800,80,1,21.99
750,750,800,30,2,21.99
750,750,810,80,2,21.99
750,750,1700,46,2,21.99
750,750,1800,80,2,21.99
750,750,800,30,2,21.99
750,750,810,80,2,21.99
750,750,1700,46,2,21.99
750,750,1800,80,2,21.99
625,600,820,52,1,9.65
600,625,830,80,1,9.65
625,800,1030,41,1,9.65
800,800,1115,41,1,9.65
800,100,1210,41,1,9.65
100,625,1300,80,1,9.65
625,625,1815,51,1,9.65
625,625,1825,44,1,9.65
625,625,1835,80,1,9.65
625,650,2030,52,2,9.65
650,625,2040,80,1,9.65
625,600,820,30,2,9.65
600,625,1525,46,5,9.65
625,625,1835,80,2,9.65
820,820,700,52,1,10.39
820,800,720,10,1,10.39
800,820,1445,51,1,10.39
820,820,1515,80,1,10.39
240,625,2122,80,1,21.38
600,300,745,41,1,5.42
625,625,1035,41,1,5.42
625,600,1050,80,1,5.42
625,625,815,41,1,8.11
625,625,830,41,1,8.11
625,625,900,80,1,8.11
625,500,630,10,1,8.11
500,625,1200,80,1,8.11
800,820,1830,46,1,9.35
820,800,2000,80,1,9.35
800,650,640,10,1,9.35
650,800,1530,80,1,9.35
800,820,1830,46,2,9.35
820,800,2000,80,2,9.35
800,820,900,12,1,9.35
820,800,1630,80,1,9.35
800,800,2130,80,1,9.35
845,845,1000,41,2,21.38
845,845,1045,41,2,21.38
845,845,1115,41,2,21.38
845,845,1200,80,2,21.38
820,800,1500,41,1,10.16
800,820,1525,80,1,10.16
820,260,700,10,1,10.16
260,820,1530,80,1,10.16
750,625,950,10,1,19.72
625,750,1805,80,1,19.72
625,625,1000,888,7,17.87
625,625,1315,80,7,17.87
625,625,1500,41,1,17.87
625,625,1655,80,1,17.87
625,625,645,10,1,17.87
845,100,1500,40,1,18.29
100,845,1535,80,1,18.29
845,600,715,41,1,15.67
600,600,1600,10,1,15.67
600,625,1625,41,1,15.67
625,845,1630,80,1,15.67
845,845,1800,41,1,15.67
845,845,1835,80,1,15.67
845,840,630,12,1,15.67
840,845,1520,80,1,15.67
800,845,1910,80,1,15.67
820,820,1410,80,1,8.95
800,625,1615,40,1,35.49
600,240,1015,43,1,12.95
240,625,1230,41,1,12.95
625,625,1240,41,1,12.95
625,600,1250,80,1,12.95
700,700,700,52,1,15.47
700,100,725,11,1,15.47
100,100,735,11,1,15.47
100,625,1600,41,2,15.47
625,700,1645,51,2,15.47
700,700,1655,80,2,15.47
700,700,2000,46,1,15.47
700,700,2220,80,1,15.47
700,700,700,52,2,15.47
700,100,725,52,2,15.47
100,100,735,11,2,15.47
100,700,1530,51,1,15.47
700,625,1600,41,1,15.47
625,700,1645,51,1,15.47
700,700,1655,80,1,15.47
700,700,700,30,2,15.47
700,700,1655,80,2,15.47
700,700,700,30,2,15.47
700,700,1655,80,2,15.47
625,700,700,41,1,3.22
700,625,1500,80,1,3.22
800,800,2015,40,1,8.32
800,800,2157,80,1,8.32
845,800,630,43,2,15.61
800,845,900,80,2,15.61
845,800,630,52,1,15.61
800,845,900,80,1,15.61
845,845,1000,41,1,15.61
845,845,1030,41,1,15.61
845,845,1045,41,1,15.61
845,845,1115,80,1,15.61
800,750,1300,43,1,17.03
750,800,1400,80,1,17.03
820,625,815,10,1,13.06
625,820,1710,80,1,13.06
820,820,1815,44,1,13.06
820,820,1915,80,1,13.06
820,800,820,46,2,13.06
800,820,1110,80,2,13.06
820,820,1810,44,2,13.06
820,820,1915,80,2,13.06
800,840,1015,46,7,8.36
840,800,1145,80,7,8.36
800,840,1015,46,7,8.36
840,800,1145,80,7,8.36
625,625,520,10,7,9.49
625,625,1324,80,7,9.49
845,800,1705,44,1,17.96
800,845,1730,80,1,17.96
845,845,730,10,1,17.96
845,845,1600,80,1,17.96
700,1,730,10,3,20.15
1,650,1620,41,3,20.15
650,650,1730,41,7,20.15
700,700,2100,80,2,20.15
845,100,705,11,1,15.63
100,845,1530,80,1,15.63
845,100,705,11,2,15.63
100,845,1530,80,2,15.63
845,650,530,12,1,15.63
650,845,1430,80,1,15.63
820,50,635,10,1,20.7
50,820,1400,80,1,20.7
820,120,700,10,1,20.7
120,820,1300,80,1,20.7
820,50,2210,10,5,20.7
50,820,2700,80,5,20.7
820,120,605,30,1,20.7
120,820,1323,80,1,20.7
820,625,705,30,2,20.7
625,820,1423,80,2,20.7
820,120,705,10,1,20.7
120,820,1915,80,1,20.7
820,800,1005,41,1,5.76
800,820,1105,80,1,5.76
625,625,815,52,1,32.74
625,625,830,80,1,32.74
625,625,1705,51,1,32.74
625,625,1735,80,1,32.74
845,845,1600,41,1,7.94
845,845,1625,80,1,7.94
840,800,830,41,1,10.17
800,840,915,80,1,10.17
840,840,1220,46,13,10.17
840,840,1320,80,13,10.17
840,800,830,41,2,10.17
800,840,915,80,2,10.17
840,820,1100,46,1,10.17
820,840,1620,80,1,10.17
800,800,1500,41,1,6.62
800,800,1600,80,1,6.62
625,800,1300,41,1,3.71
800,625,1500,80,1,3.71
600,750,730,10,14,23.62
750,600,1640,80,14,23.62
600,600,715,52,7,23.62
600,600,720,10,7,23.62
600,600,1630,51,7,23.62
600,600,1635,80,7,23.62
600,625,1805,46,1,23.62
625,600,1930,80,1,23.62
600,600,715,30,7,23.62
600,600,1630,80,7,23.62
600,600,715,30,7,23.62
600,600,1630,80,7,23.62
600,625,1205,41,1,55.55
625,625,1220,20,1,55.55
625,600,1630,80,1,55.55
800,140,700,10,1,15.12
140,800,1504,80,1,15.12
820,625,510,10,1,11.17
625,820,1500,80,1,11.17
820,200,700,10,1,50.47
200,820,1400,80,1,50.47
625,625,930,43,1,14.26
625,625,1200,41,1,14.26
625,625,1515,80,1,14.26
625,625,1000,46,2,14.26
625,625,1243,80,2,14.26
820,820,2005,80,3,42.4
820,820,1300,43,1,27.09
820,820,1315,80,1,27.09
820,625,645,10,1,14.63
625,820,1615,80,1,14.63
820,600,600,10,1,14.63
600,820,1530,80,1,14.63
750,800,930,41,1,11.71
